length_seconds,source,success,runtime_s,memory_mb,predicted_mos
234.38,real,True,0.6772,0.0,4.353583335876465
234.38,real,True,0.6753,0.0,3.7618067264556885
234.39,real,True,0.5624,0.0,3.9457101821899414
234.39,real,True,0.5627,0.0,3.941129684448242
234.39,real,True,0.5694,0.0,4.2366533279418945
234.44,real,True,0.6774,0.0,4.416285037994385
234.46,real,True,0.6663,0.0,4.187901973724365
234.47,real,True,0.6779,0.0,4.428185939788818
234.49,real,True,0.6762,0.0,4.365056991577148
234.51,real,True,0.665,0.0,3.8491363525390625
234.51,real,True,0.6734,0.0,4.39177131652832
234.52,real,True,0.6688,0.0,3.1798322200775146
234.54,real,True,0.6573,0.0,4.387787818908691
234.54,real,True,0.6504,0.0,3.3726019859313965
234.54,real,True,0.5464,0.0,3.0035712718963623
234.58,real,True,0.6755,0.0,4.545966148376465
234.58,real,True,0.6602,0.0,4.20951509475708
234.63,real,True,0.6767,0.0,3.680598258972168
234.64,real,True,0.667,0.0,3.220360517501831
234.64,real,True,0.6657,0.0,3.987323522567749
234.65,real,True,0.6794,0.0,4.231081962585449
234.65,real,True,0.6823,0.0,4.185879707336426
234.66,real,True,0.6754,0.0,4.37174654006958
234.68,real,True,0.6742,0.0,4.14024019241333
234.68,real,True,0.6635,0.0,4.413796424865723
234.68,real,True,0.6557,0.0,2.9604990482330322
234.71,real,True,0.5699,0.0,3.612645149230957
234.74,real,True,0.6723,0.0,3.085545301437378
234.75,real,True,0.669,0.0,4.104862213134766
234.76,real,True,0.6598,0.0,4.129888534545898
234.79,real,True,0.6505,0.0,4.369029998779297
234.8,real,True,0.6506,0.0,3.840879201889038
234.84,real,True,0.6706,0.0,4.106060028076172
234.93,real,True,0.6781,0.0,4.250389099121094
234.93,real,True,0.6593,0.0,4.468347072601318
234.98,real,True,0.6811,0.0,4.033771514892578
234.98,real,True,0.6677,0.0,4.392542839050293
234.99,real,True,0.6564,0.0,4.260571479797363
235.01,real,True,0.656,0.0,2.860358476638794
235.03,real,True,0.5722,0.0,4.272043704986572
235.05,real,True,0.6786,0.0,4.561917304992676
235.07,real,True,0.6634,0.0,4.313130855560303
235.08,real,True,0.655,0.0,3.7067737579345703
235.1,real,True,0.6737,0.0,4.1186723709106445
235.1,real,True,0.6717,0.0,3.869749069213867
235.14,real,True,0.6722,0.0,4.538912296295166
235.15,real,True,0.6788,0.0,3.591693639755249
235.16,real,True,0.6801,0.0,3.673719882965088
235.18,real,True,0.6572,0.0,3.628950357437134
235.21,real,True,0.6586,0.0,4.136241912841797
235.23,real,True,0.679,0.0,3.9372448921203613
235.28,real,True,0.6739,0.0,4.135555744171143
235.31,real,True,0.678,0.0,4.554492950439453
235.31,real,True,0.6757,0.0,3.1719963550567627
235.37,real,True,0.6473,0.0,4.045313835144043
235.38,real,True,0.6411,0.0,4.469959735870361
235.39,real,True,0.6413,0.0,2.594418525695801
235.41,real,True,0.6501,0.0,4.288803577423096
235.49,real,True,0.6444,0.0,4.417831897735596
235.51,real,True,0.5728,0.0,4.215738296508789
235.51,real,True,0.5699,0.0,4.183436393737793
235.57,real,True,0.6715,0.0,4.5767598152160645
235.58,real,True,0.6822,0.0,3.6062915325164795
235.61,real,True,0.6868,0.0,4.063088893890381
235.64,real,True,0.6841,0.0,4.453371047973633
235.67,real,True,0.5683,0.0,4.074753284454346
235.69,real,True,0.6789,0.0,4.265608787536621
235.72,real,True,0.684,0.0,4.209477424621582
235.73,real,True,0.6615,0.0,4.1972784996032715
235.76,real,True,0.6837,0.0,3.85481595993042
235.76,real,True,0.6786,0.0,4.0559401512146
235.77,real,True,0.6859,0.0,3.9493391513824463
235.8,real,True,0.6897,0.0,3.297942638397217
235.86,real,True,0.6824,0.0,4.479376792907715
235.87,real,True,0.6844,0.0,4.301983833312988
235.89,real,True,0.6704,0.0,2.9371023178100586
235.91,real,True,0.6853,0.0,4.288318634033203
235.92,real,True,0.6841,0.0,3.298567533493042
235.94,real,True,0.6833,0.0,3.538496971130371
235.94,real,True,0.6648,0.0,3.832366943359375
235.97,real,True,0.666,0.0,2.9303879737854004
235.97,real,True,0.6799,0.0,3.88578462600708
235.98,real,True,0.6845,0.0,4.171054840087891
235.98,real,True,0.6583,0.0,4.34350061416626
235.99,real,True,0.5642,0.0,4.085990905761719
235.99,real,True,0.5726,0.0,4.278128623962402
236.0,real,True,0.5502,0.0,4.356779098510742
236.03,real,True,0.6676,0.0,3.921485424041748
236.04,real,True,0.6816,0.0,4.041933059692383
236.05,real,True,0.6673,0.0,4.347790718078613
236.07,real,True,0.6826,0.0,4.470616817474365
236.08,real,True,0.6844,0.0,4.005988121032715
236.1,real,True,0.6821,0.0,4.269941329956055
236.11,real,True,0.656,0.0,3.938197612762451
236.14,real,True,0.6675,0.0,4.441590785980225
236.15,real,True,0.5768,0.0,3.6902146339416504
236.17,real,True,0.691,0.0,3.869608163833618
236.23,real,True,0.6662,0.0,3.552448272705078
236.23,real,True,0.6869,0.0,4.412535667419434
236.24,real,True,0.69,0.0,4.236924171447754
236.24,real,True,0.688,0.0,4.496147155761719
236.27,real,True,0.6886,0.0,3.896320343017578
236.29,real,True,0.6906,0.0,4.001611709594727
236.29,real,True,0.6874,0.0,4.185039043426514
236.35,real,True,0.6668,0.0,4.2282586097717285
236.36,real,True,0.6624,0.0,3.6156322956085205
236.37,real,True,0.6877,0.0,3.9633519649505615
236.37,real,True,0.6858,0.0,4.170452117919922
236.39,real,True,0.6867,0.0,4.329488754272461
236.41,real,True,0.6776,0.0,4.43998384475708
236.43,real,True,0.6862,0.0,3.553786516189575
236.48,real,True,0.6884,0.0,2.917339324951172
236.5,real,True,0.6881,0.0,3.1589033603668213
236.57,real,True,0.6893,0.0,3.0483944416046143
236.58,real,True,0.6821,0.0,4.527383327484131
236.59,real,True,0.687,0.0,4.363516330718994
236.6,real,True,0.6659,0.0,4.285079002380371
236.6,real,True,0.6942,0.0,4.0413103103637695
236.6,real,True,0.6902,0.0,3.6691184043884277
236.61,real,True,0.6846,0.0,4.250821590423584
236.67,real,True,0.677,0.0,3.6549160480499268
236.68,real,True,0.6732,0.0,4.370771884918213
236.69,real,True,0.6772,0.0,4.034253120422363
236.69,real,True,0.6755,0.0,4.396345138549805
236.7,real,True,0.6523,0.0,4.536557674407959
236.71,real,True,0.6733,0.0,4.407112121582031
236.72,real,True,0.6595,0.0,4.112655162811279
236.72,real,True,0.6724,0.0,3.821157932281494
236.75,real,True,0.6589,0.0,3.526003122329712
236.76,real,True,0.66,0.0,3.4504010677337646
236.77,real,True,0.6745,0.0,4.20855712890625
236.77,real,True,0.6732,0.0,4.020585060119629
236.83,real,True,0.6899,0.0,3.2022130489349365
236.83,real,True,0.6894,0.0,4.32195520401001
236.84,real,True,0.6831,0.0,4.171664714813232
236.85,real,True,0.6943,0.0,4.312812805175781
236.89,real,True,0.6898,0.0,3.4918441772460938
236.9,real,True,0.6883,0.0,4.501665115356445
236.9,real,True,0.6894,0.0,3.6703109741210938
236.91,real,True,0.6723,0.0,3.9881391525268555
236.91,real,True,0.6895,0.0,4.0762224197387695
236.92,real,True,0.6741,0.0,4.1848955154418945
236.93,real,True,0.6889,0.0,4.428262233734131
236.94,real,True,0.69,0.0,4.21458101272583
236.94,real,True,0.6907,0.0,3.4443535804748535
236.94,real,True,0.6897,0.0,3.7505180835723877
236.97,real,True,0.6903,0.0,4.068552017211914
236.97,real,True,0.6917,0.0,4.348812580108643
236.97,real,True,0.6864,0.0,4.369189739227295
236.98,real,True,0.6882,0.0,4.241752624511719
237.03,real,True,0.689,0.0,2.8430042266845703
237.04,real,True,0.6898,0.0,3.1638216972351074
237.13,real,True,0.6636,0.0,3.193974018096924
237.16,real,True,0.6728,0.0,2.961003065109253
237.17,real,True,0.6898,0.0,3.432504653930664
237.17,real,True,0.673,0.0,4.301251411437988
237.18,real,True,0.6908,0.0,3.695366621017456
237.19,real,True,0.6664,0.0,4.169085502624512
237.19,real,True,0.687,0.0,4.305543899536133
237.2,real,True,0.6815,0.0,2.9910504817962646
237.22,real,True,0.6877,0.0,3.849790334701538
237.25,real,True,0.6636,0.0,2.7449429035186768
237.25,real,True,0.6895,0.0,3.4735684394836426
237.26,real,True,0.6872,0.0,3.094698905944824
237.27,real,True,0.5823,0.0,4.354818820953369
237.28,real,True,0.5827,0.0,4.135923862457275
237.28,real,True,0.5722,0.0,4.264118194580078
237.32,real,True,0.8298,0.0,3.2046422958374023
237.32,real,True,0.6841,0.0,4.138552665710449
237.33,real,True,0.6681,0.0,4.504604339599609
237.33,real,True,0.6649,0.0,3.8057496547698975
237.34,real,True,0.6836,0.0,4.154466152191162
237.34,real,True,0.6714,0.0,4.5024309158325195
237.34,real,True,0.6891,0.0,3.7185425758361816
237.35,real,True,0.6653,0.0,4.377493858337402
237.36,real,True,0.6843,0.0,4.0049729347229
237.36,real,True,0.6776,0.0,1.9781122207641602
237.38,real,True,0.69,0.0,3.3804244995117188
237.39,real,True,0.674,0.0,3.899552822113037
237.41,real,True,0.6861,0.0,3.673952579498291
237.42,real,True,0.6697,0.0,4.278207778930664
237.42,real,True,0.685,0.0,3.880775213241577
237.43,real,True,0.5595,0.0,4.331181049346924
237.43,real,True,0.5835,0.0,3.744828939437866
237.44,real,True,0.5799,0.0,3.6778171062469482
237.45,real,True,0.6877,0.0,3.1207401752471924
237.46,real,True,0.6699,0.0,4.277643203735352
237.47,real,True,0.6895,0.0,4.131587505340576
237.47,real,True,0.6724,0.0,4.478686809539795
237.48,real,True,0.6931,0.0,4.475522994995117
237.5,real,True,0.67,0.0,3.6812167167663574
237.51,real,True,0.6912,0.0,4.088901996612549
237.52,real,True,0.6858,0.0,3.735062599182129
237.54,real,True,0.6874,0.0,4.396993637084961
237.55,real,True,0.6696,0.0,3.611438035964966
237.56,real,True,0.6912,0.0,3.6538031101226807
237.57,real,True,0.6766,0.0,4.074923515319824
237.58,real,True,0.6738,0.0,4.040658473968506
237.6,real,True,0.5851,0.0,4.3071136474609375
237.61,real,True,0.6917,0.0,3.912914276123047
237.63,real,True,0.6904,0.0,4.193368434906006
237.64,real,True,0.6731,0.0,2.969311475753784
237.65,real,True,0.6919,0.0,3.9854705333709717
237.66,real,True,0.6709,0.0,4.211612701416016
237.68,real,True,0.6874,0.0,4.128255844116211
237.7,real,True,0.6798,0.0,3.9171364307403564
237.71,real,True,0.6888,0.0,3.754840850830078
237.71,real,True,0.671,0.0,4.013155460357666
237.71,real,True,0.6854,0.0,4.378467082977295
237.72,real,True,0.6742,0.0,4.2400312423706055
237.75,real,True,0.5885,0.0,2.8250069618225098
237.75,real,True,0.5853,0.0,4.331995964050293
237.8,real,True,0.6814,0.0,4.11676549911499
237.8,real,True,0.6979,0.0,4.563103199005127
237.82,real,True,0.6824,0.0,4.179957389831543
237.84,real,True,0.696,0.0,4.096746444702148
237.84,real,True,0.6707,0.0,3.8679213523864746
237.85,real,True,0.691,0.0,3.435063362121582
237.86,real,True,0.6811,0.0,4.5353803634643555
237.86,real,True,0.6908,0.0,4.3916096687316895
237.87,real,True,0.6713,0.0,4.22886848449707
237.89,real,True,0.6946,0.0,3.7208125591278076
237.91,real,True,0.5874,0.0,4.220212936401367
237.96,real,True,0.6785,0.0,4.183426380157471
237.97,real,True,0.6717,0.0,4.38632345199585
237.98,real,True,0.6748,0.0,4.10413932800293
237.99,real,True,0.6733,0.0,4.388962268829346
238.02,real,True,0.6586,0.0,4.468800067901611
238.05,real,True,0.6562,0.0,4.037357807159424
238.05,real,True,0.6762,0.0,3.178624153137207
238.05,real,True,0.6763,0.0,3.756396770477295
238.06,real,True,0.6645,0.0,4.263301849365234
238.06,real,True,0.6778,0.0,3.587769031524658
238.09,real,True,0.6847,0.0,4.450747489929199
238.09,real,True,0.697,0.0,3.860163688659668
238.1,real,True,0.7015,0.0,4.446323871612549
238.12,real,True,0.6773,0.0,4.363186359405518
238.12,real,True,0.6941,0.0,4.4227399826049805
238.13,real,True,0.6789,0.0,2.8434104919433594
238.13,real,True,0.6922,0.0,4.149222373962402
238.15,real,True,0.6972,0.0,4.355652809143066
238.17,real,True,0.6919,0.0,4.285702228546143
238.17,real,True,0.6869,0.0,3.358072280883789
238.17,real,True,0.6986,0.0,4.192197322845459
238.19,real,True,0.6879,0.0,3.4788033962249756
238.2,real,True,0.6898,0.0,4.227307319641113
238.21,real,True,0.6965,0.0,3.3465864658355713
238.21,real,True,0.6844,0.0,3.6397299766540527
238.22,real,True,0.6979,0.0,4.103002548217773
238.25,real,True,0.7021,0.0,3.4995107650756836
238.25,real,True,0.6815,0.0,4.162493705749512
238.26,real,True,0.6904,0.0,4.543170928955078
238.26,real,True,0.6959,0.0,2.904538631439209
238.26,real,True,0.6826,0.0,4.4013824462890625
238.27,real,True,0.6981,0.0,4.00971794128418
238.27,real,True,0.6755,0.0,4.552687168121338
238.28,real,True,0.6919,0.0,3.9344213008880615
238.29,real,True,0.6975,0.0,3.987250328063965
238.29,real,True,0.679,0.0,4.212069511413574
238.29,real,True,0.6936,0.0,4.248743057250977
238.29,real,True,0.6924,0.0,4.356147766113281
238.33,real,True,0.6748,0.0,4.325453758239746
238.35,real,True,0.6976,0.0,4.443922996520996
238.38,real,True,0.6874,0.0,3.563377618789673
238.38,real,True,0.5886,0.0,4.3730316162109375
238.39,real,True,0.588,0.0,4.304675579071045
238.39,real,True,0.5861,0.0,4.32205057144165
238.4,real,True,0.5789,0.0,4.120793342590332
238.41,real,True,0.6762,0.0,3.1074516773223877
238.42,real,True,0.6969,0.0,3.1089224815368652
238.47,real,True,0.6932,0.0,3.5546181201934814
238.47,real,True,0.6674,0.0,3.7336983680725098
238.49,real,True,0.6969,0.0,4.20436954498291
238.5,real,True,0.6937,0.0,4.295284748077393
238.5,real,True,0.6984,0.0,3.4931063652038574
238.51,real,True,0.6777,0.0,4.328023910522461
238.53,real,True,0.6966,0.0,4.243923187255859
238.53,real,True,0.6973,0.0,4.364727973937988
238.53,real,True,0.6973,0.0,3.9314730167388916
238.55,real,True,0.5827,0.0,4.349971294403076
238.56,real,True,0.5756,0.0,4.404273986816406
238.59,real,True,0.6847,0.0,3.298607110977173
238.59,real,True,0.6868,0.0,4.298707008361816
238.61,real,True,0.6936,0.0,4.109889507293701
238.62,real,True,0.6816,0.0,4.380197525024414
238.64,real,True,0.6917,0.0,4.241691589355469
238.64,real,True,0.6672,0.0,3.83998441696167
238.66,real,True,0.6909,0.0,4.075765609741211
238.7,real,True,0.6754,0.0,3.1289117336273193
238.71,real,True,0.5909,0.0,4.1891961097717285
238.72,real,True,0.5906,0.0,3.2698776721954346
238.75,real,True,0.6745,0.0,4.295897483825684
238.76,real,True,0.6982,0.0,4.223365783691406
238.76,real,True,0.684,0.0,3.528960704803467
238.77,real,True,0.6976,0.0,4.2749342918396
238.77,real,True,0.6983,0.0,3.4248249530792236
238.79,real,True,0.687,0.0,3.876021146774292
238.81,real,True,0.6896,0.0,3.377592086791992
238.81,real,True,0.6973,0.0,4.092831134796143
238.82,real,True,0.6893,0.0,3.327193260192871
238.85,real,True,0.6798,0.0,4.185091972351074
238.85,real,True,0.6968,0.0,4.290143966674805
238.85,real,True,0.6898,0.0,4.131072521209717
238.86,real,True,0.6913,0.0,3.8004822731018066
238.86,real,True,0.7,0.0,3.742959499359131
238.86,real,True,0.583,0.0,4.140559196472168
238.89,real,True,0.6999,0.0,3.964742660522461
238.9,real,True,0.6802,0.0,4.481200218200684
238.91,real,True,0.6938,0.0,4.434969425201416
238.92,real,True,0.6757,0.0,4.330051898956299
238.92,real,True,0.6964,0.0,3.2112314701080322
238.93,real,True,0.6976,0.0,4.491449356079102
238.94,real,True,0.6762,0.0,4.056934356689453
238.98,real,True,0.6959,0.0,4.461687088012695
238.99,real,True,0.6919,0.0,4.269997596740723
239.0,real,True,0.6874,0.0,3.8700623512268066
239.0,real,True,0.6937,0.0,3.7524192333221436
239.01,real,True,0.689,0.0,3.3525705337524414
239.01,real,True,0.6879,0.0,3.7366058826446533
239.02,real,True,0.6945,0.0,4.300130844116211
239.05,real,True,0.6943,0.0,3.606353521347046
239.06,real,True,0.6804,0.0,4.515748977661133
239.06,real,True,0.6985,0.0,3.8869755268096924
239.07,real,True,0.6937,0.0,3.503617286682129
239.09,real,True,0.6929,0.0,4.344388961791992
239.09,real,True,0.6996,0.0,3.9788410663604736
239.1,real,True,0.6941,0.0,3.2170441150665283
239.11,real,True,0.6868,0.0,3.632020950317383
239.11,real,True,0.6991,0.0,3.0536880493164062
239.16,real,True,0.6863,0.0,4.451346397399902
239.16,real,True,0.6927,0.0,3.878420829772949
239.18,real,True,0.6784,0.0,4.446455001831055
239.19,real,True,0.5918,0.0,3.8024086952209473
239.21,real,True,0.6672,0.0,4.316320419311523
239.23,real,True,0.6627,0.0,3.258902072906494
239.23,real,True,0.6642,0.0,4.3729777336120605
239.23,real,True,0.6794,0.0,3.3456506729125977
239.23,real,True,0.6707,0.0,4.322206497192383
239.24,real,True,0.6824,0.0,4.209170341491699
239.27,real,True,0.6714,0.0,4.035931587219238
239.3,real,True,0.6838,0.0,4.421689987182617
239.31,real,True,0.6845,0.0,3.9027364253997803
239.31,real,True,0.6806,0.0,4.254110813140869
239.32,real,True,0.6676,0.0,4.047219276428223
239.33,real,True,0.6622,0.0,3.52236008644104
239.34,real,True,0.666,0.0,4.193487644195557
239.35,real,True,0.5917,0.0,3.8624274730682373
239.39,real,True,0.682,0.0,2.8377652168273926
239.39,real,True,0.6832,0.0,4.032410144805908
239.4,real,True,0.6951,0.0,4.377467155456543
239.42,real,True,0.7039,0.0,4.262857437133789
239.43,real,True,0.6995,0.0,4.49044942855835
239.44,real,True,0.6945,0.0,2.6913676261901855
239.47,real,True,0.6777,0.0,2.9391026496887207
239.48,real,True,0.6957,0.0,4.275041103363037
239.5,real,True,0.6832,0.0,4.2191338539123535
239.5,real,True,0.699,0.0,4.119481086730957
239.5,real,True,0.698,0.0,4.078287601470947
239.52,real,True,0.5862,0.0,2.8740718364715576
239.53,real,True,0.6789,0.0,4.4838762283325195
239.54,real,True,0.6987,0.0,2.8628058433532715
239.54,real,True,0.7032,0.0,3.013018846511841
239.55,real,True,0.6968,0.0,3.6210789680480957
239.55,real,True,0.694,0.0,4.17493200302124
239.56,real,True,0.6769,0.0,3.659207344055176
239.56,real,True,0.7003,0.0,4.480433940887451
239.56,real,True,0.6855,0.0,4.233765125274658
239.57,real,True,0.699,0.0,3.572488784790039
239.57,real,True,0.6959,0.0,4.398505210876465
239.58,real,True,0.6849,0.0,4.224301815032959
239.59,real,True,0.6954,0.0,4.300187110900879
239.6,real,True,0.697,0.0,3.617241859436035
239.63,real,True,0.6861,0.0,3.9979662895202637
239.64,real,True,0.6931,0.0,4.074380874633789
239.65,real,True,0.7007,0.0,4.284433364868164
239.67,real,True,0.5939,0.0,3.743378162384033
239.68,real,True,0.5923,0.0,4.28338623046875
239.7,real,True,0.695,0.0,4.173106670379639
239.7,real,True,0.6984,0.0,3.9317378997802734
239.72,real,True,0.6943,0.0,4.27103328704834
239.72,real,True,0.6774,0.0,2.8399620056152344
239.73,real,True,0.7027,0.0,3.922084093093872
239.75,real,True,0.7027,0.0,3.808497428894043
239.77,real,True,0.6817,0.0,4.128805160522461
239.77,real,True,0.7021,0.0,4.3784050941467285
239.79,real,True,0.6973,0.0,4.01912260055542
239.79,real,True,0.701,0.0,4.22802734375
239.81,real,True,0.6942,0.0,3.7410244941711426
239.82,real,True,0.6855,0.0,4.465236663818359
239.83,real,True,0.5925,0.0,4.2727837562561035
239.87,real,True,0.69,0.0,2.930802345275879
239.88,real,True,0.6967,0.0,3.5194058418273926
239.88,real,True,0.6916,0.0,3.729914665222168
239.88,real,True,0.6937,0.0,3.5499725341796875
239.89,real,True,0.6935,0.0,3.7862606048583984
239.9,real,True,0.6818,0.0,4.374508380889893
239.9,real,True,0.6983,0.0,4.039080619812012
239.92,real,True,0.696,0.0,3.84716796875
239.93,real,True,0.6775,0.0,3.2401926517486572
239.93,real,True,0.6958,0.0,3.4830756187438965
239.94,real,True,0.6965,0.0,2.811108350753784
239.94,real,True,0.6828,0.0,4.178953170776367
239.96,real,True,0.6949,0.0,3.173902750015259
239.96,real,True,0.702,0.0,4.477466583251953
239.97,real,True,0.6864,0.0,3.96319317817688
239.98,real,True,0.6965,0.0,3.0056872367858887
239.99,real,True,0.5966,0.0,3.935516834259033
240.0,synthetic,True,0.5979,0.0,3.9350438117980957
250.0,synthetic,True,0.7407,0.0,3.9302244186401367
260.0,synthetic,True,0.6754,0.0,3.93208646774292
270.0,synthetic,True,0.8336,0.0,3.932921886444092
280.0,synthetic,True,0.7592,0.0,3.9324533939361572
290.0,synthetic,True,0.9753,0.0,3.9306514263153076
300.0,synthetic,True,1.0661,0.0,3.931656837463379
310.0,synthetic,True,1.0909,0.0,3.9319701194763184
320.0,synthetic,True,0.9474,0.0,3.9271483421325684
330.0,synthetic,True,1.2094,0.0,3.929208755493164
340.0,synthetic,True,1.0434,0.0,3.9300498962402344
350.0,synthetic,True,1.3632,0.0,3.931378126144409
360.0,synthetic,True,1.153,0.0,3.9328484535217285
370.0,synthetic,True,1.4992,0.0,3.9344606399536133
380.0,synthetic,True,1.2691,0.0,3.936094284057617
390.0,synthetic,True,1.6413,0.0,3.933537244796753
400.0,synthetic,True,1.3876,0.0,3.9354088306427
420.0,synthetic,True,1.5087,0.0,3.9383082389831543
440.0,synthetic,True,1.8,0.0,3.94128680229187
460.0,synthetic,True,1.756,0.0,3.9434947967529297
480.0,synthetic,True,1.8918,0.0,3.941168785095215
500.0,synthetic,True,2.0292,0.0,3.9384450912475586
520.0,synthetic,True,2.1675,0.0,3.9389872550964355
540.0,synthetic,True,2.3187,0.0,3.9373137950897217
560.0,synthetic,True,2.47,0.0,3.9336211681365967
580.0,synthetic,True,2.607,0.0,3.935520887374878
600.0,synthetic,True,3.0828,0.0,3.9361205101013184
660.0,synthetic,True,3.2914,0.0,3.9410336017608643
720.0,synthetic,True,3.8449,0.0,3.942174196243286
780.0,synthetic,True,4.4376,0.0,3.9392271041870117
840.0,synthetic,True,5.0664,0.0,3.938581943511963
900.0,synthetic,True,6.01,0.0,3.9407167434692383
