results_block correlations report | dataset=somos
procedures: global_concat, global_rm, block_concat, block_rm
internal consistency: concat vs rm (global), concat vs rm (block)

1) correlations to target — global concat
tr     label                     system          mode      variant         PCC         SRCC        KTAU        n
24     w2v2-base + BiLSTM        061             reverse   long_pause      0.428222    0.103996    0.052910    28
24     w2v2-base + BiLSTM        061             reverse   long_pause_noi  0.450903    -0.119321   -0.079365   28
24     w2v2-base + BiLSTM        061             reverse   no_pause        0.478076    0.232622    0.169312    28
24     w2v2-base + BiLSTM        061             reverse   original        0.457950    0.234264    0.174603    28
24     w2v2-base + BiLSTM        110             reverse   long_pause      0.228292    0.363437    0.317299    47
24     w2v2-base + BiLSTM        110             reverse   long_pause_noi  0.756848    0.773358    0.592969    47
24     w2v2-base + BiLSTM        110             reverse   no_pause        0.054128    0.174491    0.187789    47
24     w2v2-base + BiLSTM        110             reverse   original        0.034897    0.152058    0.176688    47
24     w2v2-base + BiLSTM        124             reverse   long_pause      0.338924    0.282073    0.193277    35
24     w2v2-base + BiLSTM        124             reverse   long_pause_noi  -0.415201   -0.483473   -0.284034   35
24     w2v2-base + BiLSTM        124             reverse   no_pause        0.333421    0.288796    0.203361    35
24     w2v2-base + BiLSTM        124             reverse   original        0.363673    0.315008    0.218671    35
24     w2v2-base + BiLSTM        191             reverse   long_pause      0.423019    -0.336219   -0.210774   55
24     w2v2-base + BiLSTM        191             reverse   long_pause_noi  0.531987    -0.331818   -0.235017   55
24     w2v2-base + BiLSTM        191             reverse   no_pause        -0.321082   -0.538095   -0.344108   55
24     w2v2-base + BiLSTM        191             reverse   original        -0.389191   -0.541270   -0.341414   55
24     w2v2-base + BiLSTM        057             forward   long_pause      -0.204322   0.189271    0.144399    39
24     w2v2-base + BiLSTM        057             forward   long_pause_noi  -0.028452   -0.040891   0.001350    39
24     w2v2-base + BiLSTM        057             forward   no_pause        -0.575875   0.181984    0.120108    39
24     w2v2-base + BiLSTM        057             forward   original        -0.664890   0.018623    0.009447    39
24     w2v2-base + BiLSTM        061             forward   long_pause      -0.612546   -0.670498   -0.497354   28
24     w2v2-base + BiLSTM        061             forward   long_pause_noi  -0.426796   -0.621784   -0.534392   28
24     w2v2-base + BiLSTM        061             forward   no_pause        0.223941    0.319102    0.227513    28
24     w2v2-base + BiLSTM        061             forward   original        0.248600    0.448276    0.317460    28
24     w2v2-base + BiLSTM        110             forward   long_pause      0.669746    0.852451    0.672525    47
24     w2v2-base + BiLSTM        110             forward   long_pause_noi  0.038018    0.628238    0.533765    47
24     w2v2-base + BiLSTM        110             forward   no_pause        0.720999    0.867021    0.691027    47
24     w2v2-base + BiLSTM        110             forward   original        0.787756    0.891420    0.713228    47
24     w2v2-base + BiLSTM        124             forward   long_pause      -0.207513   0.164146    0.119328    35
24     w2v2-base + BiLSTM        124             forward   long_pause_noi  -0.141588   0.110084    0.038655    35
24     w2v2-base + BiLSTM        124             forward   no_pause        -0.198902   0.136695    0.099160    35
24     w2v2-base + BiLSTM        124             forward   original        -0.254038   0.061345    0.048739    35
24     w2v2-base + BiLSTM        191             forward   long_pause      -0.883023   -0.753680   -0.542088   55
24     w2v2-base + BiLSTM        191             forward   long_pause_noi  -0.934296   -0.746392   -0.532660   55
24     w2v2-base + BiLSTM        191             forward   no_pause        -0.784808   -0.623088   -0.450505   55
24     w2v2-base + BiLSTM        191             forward   original        -0.628928   -0.537951   -0.388552   55
26     w2v2-base + Conv          057             random    long_pause      -0.403429   0.154251    0.120108    39
26     w2v2-base + Conv          057             random    long_pause_noi  0.706709    0.648178    0.500675    39
26     w2v2-base + Conv          057             random    no_pause        -0.861337   -0.504049   -0.317139   39
26     w2v2-base + Conv          057             random    original        -0.838521   -0.440081   -0.268556   39
26     w2v2-base + Conv          061             random    long_pause      0.065795    0.322934    0.232804    28
26     w2v2-base + Conv          061             random    long_pause_noi  -0.575009   -0.316366   -0.179894   28
26     w2v2-base + Conv          061             random    no_pause        0.753856    0.714833    0.518519    28
26     w2v2-base + Conv          061             random    original        0.744495    0.753695    0.555556    28
26     w2v2-base + Conv          110             random    long_pause      -0.216199   -0.014223   -0.078631   47
26     w2v2-base + Conv          110             random    long_pause_noi  0.280889    -0.030412   -0.056429   47
26     w2v2-base + Conv          110             random    no_pause        -0.342979   -0.050994   -0.121184   47
26     w2v2-base + Conv          110             random    original        -0.322383   -0.028099   -0.093432   47
26     w2v2-base + Conv          124             random    long_pause      0.261005    0.331092    0.226891    35
26     w2v2-base + Conv          124             random    long_pause_noi  0.223527    0.289636    0.189916    35
26     w2v2-base + Conv          124             random    no_pause        0.125288    0.224090    0.136134    35
26     w2v2-base + Conv          124             random    original        0.259291    0.282633    0.183193    35
26     w2v2-base + Conv          191             random    long_pause      0.724776    0.684127    0.531313    55
26     w2v2-base + Conv          191             random    long_pause_noi  0.717274    0.690837    0.504377    55
26     w2v2-base + Conv          191             random    no_pause        0.714289    0.665512    0.504377    55
26     w2v2-base + Conv          191             random    original        0.692821    0.632612    0.482828    55
26     w2v2-base + Conv          057             reverse   long_pause      0.392415    0.265587    0.198381    39
26     w2v2-base + Conv          057             reverse   long_pause_noi  0.396252    0.187247    0.130904    39
26     w2v2-base + Conv          057             reverse   no_pause        0.383173    0.297368    0.233468    39
26     w2v2-base + Conv          057             reverse   original        0.386604    0.314575    0.244265    39
26     w2v2-base + Conv          061             reverse   long_pause      0.592048    0.027367    0.000000    28
26     w2v2-base + Conv          061             reverse   long_pause_noi  0.577046    -0.059661   -0.026455   28
26     w2v2-base + Conv          061             reverse   no_pause        0.607004    0.045977    0.010582    28
26     w2v2-base + Conv          061             reverse   original        0.582513    0.142310    0.095238    28
26     w2v2-base + Conv          110             reverse   long_pause      0.121107    0.088460    0.100833    47
26     w2v2-base + Conv          110             reverse   long_pause_noi  0.624117    0.700740    0.533765    47
26     w2v2-base + Conv          110             reverse   no_pause        0.028341    -0.000925   0.063830    47
26     w2v2-base + Conv          110             reverse   original        0.034467    -0.001619   0.067530    47
26     w2v2-base + Conv          124             reverse   long_pause      0.125081    0.113725    0.062185    35
26     w2v2-base + Conv          124             reverse   long_pause_noi  -0.528540   -0.522409   -0.307563   35
26     w2v2-base + Conv          124             reverse   no_pause        0.122125    0.109804    0.062185    35
26     w2v2-base + Conv          124             reverse   original        0.105950    0.097759    0.062185    35
26     w2v2-base + Conv          191             reverse   long_pause      0.411225    -0.127633   -0.073401   55
26     w2v2-base + Conv          191             reverse   long_pause_noi  0.564263    -0.199928   -0.150168   55
26     w2v2-base + Conv          191             reverse   no_pause        0.336704    -0.133333   -0.076094   55
26     w2v2-base + Conv          191             reverse   original        0.333788    -0.130087   -0.077441   55
26     w2v2-base + Conv          057             forward   long_pause      -0.578147   0.107085    0.087719    39
26     w2v2-base + Conv          057             forward   long_pause_noi  -0.024384   0.001417    0.012146    39
26     w2v2-base + Conv          057             forward   no_pause        -0.573647   0.224899    0.165992    39
26     w2v2-base + Conv          057             forward   original        -0.564468   0.280972    0.206478    39
26     w2v2-base + Conv          061             forward   long_pause      -0.389841   -0.465244   -0.359788   28
26     w2v2-base + Conv          061             forward   long_pause_noi  -0.465858   -0.624521   -0.534392   28
26     w2v2-base + Conv          061             forward   no_pause        0.346396    0.289546    0.238095    28
26     w2v2-base + Conv          061             forward   original        0.372351    0.430213    0.343915    28
26     w2v2-base + Conv          110             forward   long_pause      0.375013    0.698659    0.546716    47
26     w2v2-base + Conv          110             forward   long_pause_noi  -0.133146   0.606961    0.500463    47
26     w2v2-base + Conv          110             forward   no_pause        0.430628    0.718316    0.565217    47
26     w2v2-base + Conv          110             forward   original        0.488822    0.750231    0.581869    47
26     w2v2-base + Conv          124             forward   long_pause      -0.312384   -0.174230   -0.119328   35
26     w2v2-base + Conv          124             forward   long_pause_noi  -0.169750   0.013445    0.001681    35
26     w2v2-base + Conv          124             forward   no_pause        -0.318708   -0.230532   -0.149580   35
26     w2v2-base + Conv          124             forward   original        -0.341250   -0.307563   -0.213445   35
26     w2v2-base + Conv          191             forward   long_pause      -0.729980   -0.652742   -0.450505   55
26     w2v2-base + Conv          191             forward   long_pause_noi  -0.881570   -0.745960   -0.523232   55
26     w2v2-base + Conv          191             forward   no_pause        -0.797729   -0.641270   -0.449158   55
26     w2v2-base + Conv          191             forward   original        -0.677952   -0.620707   -0.434343   55
27     w2v2-large + Conv         057             random    long_pause      0.857235    0.704049    0.541161    39
27     w2v2-large + Conv         057             random    long_pause_noi  0.693454    0.679555    0.508772    39
27     w2v2-large + Conv         057             random    no_pause        0.390345    0.257895    0.201080    39
27     w2v2-large + Conv         057             random    original        0.255163    0.182996    0.141700    39
27     w2v2-large + Conv         061             random    long_pause      0.149418    0.501916    0.386243    28
27     w2v2-large + Conv         061             random    long_pause_noi  -0.474637   -0.162562   -0.074074   28
27     w2v2-large + Conv         061             random    no_pause        0.774956    0.609743    0.476190    28
27     w2v2-large + Conv         061             random    original        0.883129    0.849480    0.666667    28
27     w2v2-large + Conv         110             random    long_pause      0.412996    0.003238    -0.037928   47
27     w2v2-large + Conv         110             random    long_pause_noi  0.444878    -0.166512   -0.176688   47
27     w2v2-large + Conv         110             random    no_pause        0.284930    0.080481    0.026827    47
27     w2v2-large + Conv         110             random    original        0.223292    0.028562    -0.000925   47
27     w2v2-large + Conv         124             random    long_pause      0.327947    0.441737    0.324370    35
27     w2v2-large + Conv         124             random    long_pause_noi  0.336814    0.374510    0.280672    35
27     w2v2-large + Conv         124             random    no_pause        0.312847    0.401401    0.273950    35
27     w2v2-large + Conv         124             random    original        0.388351    0.490756    0.347899    35
27     w2v2-large + Conv         191             random    long_pause      0.675510    0.527489    0.377778    55
27     w2v2-large + Conv         191             random    long_pause_noi  0.655391    0.593795    0.412795    55
27     w2v2-large + Conv         191             random    no_pause        0.533376    0.234488    0.155556    55
27     w2v2-large + Conv         191             random    original        0.579488    0.290301    0.192657    55
27     w2v2-large + Conv         057             reverse   long_pause      0.383160    0.271660    0.211876    39
27     w2v2-large + Conv         057             reverse   long_pause_noi  0.388320    0.201215    0.139001    39
27     w2v2-large + Conv         057             reverse   no_pause        0.370651    0.318016    0.255061    39
27     w2v2-large + Conv         057             reverse   original        0.370457    0.317004    0.252362    39
27     w2v2-large + Conv         061             reverse   long_pause      0.867125    0.311440    0.227513    28
27     w2v2-large + Conv         061             reverse   long_pause_noi  0.753957    0.155993    0.089947    28
27     w2v2-large + Conv         061             reverse   no_pause        0.866200    0.477833    0.333333    28
27     w2v2-large + Conv         061             reverse   original        0.872970    0.509579    0.370370    28
27     w2v2-large + Conv         110             reverse   long_pause      0.368663    0.604417    0.485661    47
27     w2v2-large + Conv         110             reverse   long_pause_noi  0.745658    0.741443    0.567068    47
27     w2v2-large + Conv         110             reverse   no_pause        0.013061    0.443108    0.341351    47
27     w2v2-large + Conv         110             reverse   original        -0.048693   0.427382    0.335800    47
27     w2v2-large + Conv         124             reverse   long_pause      0.552589    0.560784    0.394958    35
27     w2v2-large + Conv         124             reverse   long_pause_noi  0.149964    0.147339    0.112605    35
27     w2v2-large + Conv         124             reverse   no_pause        0.629208    0.689076    0.482353    35
27     w2v2-large + Conv         124             reverse   original        0.639352    0.699720    0.475630    35
27     w2v2-large + Conv         191             reverse   long_pause      0.656532    -0.141847   -0.136700   55
27     w2v2-large + Conv         191             reverse   long_pause_noi  0.652619    -0.025974   -0.059933   55
27     w2v2-large + Conv         191             reverse   no_pause        0.483833    -0.051587   -0.034343   55
27     w2v2-large + Conv         191             reverse   original        0.633900    -0.008514   0.004714    55
27     w2v2-large + Conv         057             forward   long_pause      -0.417107   0.161336    0.120108    39
27     w2v2-large + Conv         057             forward   long_pause_noi  -0.011312   -0.065992   -0.012146   39
27     w2v2-large + Conv         057             forward   no_pause        -0.605252   0.138462    0.112011    39
27     w2v2-large + Conv         057             forward   original        -0.605803   0.108097    0.076923    39
27     w2v2-large + Conv         061             forward   long_pause      -0.675805   -0.729064   -0.566138   28
27     w2v2-large + Conv         061             forward   long_pause_noi  -0.411808   -0.616311   -0.523810   28
27     w2v2-large + Conv         061             forward   no_pause        -0.246698   0.094691    0.068783    28
27     w2v2-large + Conv         061             forward   original        0.091316    0.448823    0.370370    28
27     w2v2-large + Conv         110             forward   long_pause      0.245020    0.662465    0.568918    47
27     w2v2-large + Conv         110             forward   long_pause_noi  -0.106455   0.665125    0.567068    47
27     w2v2-large + Conv         110             forward   no_pause        0.426773    0.740749    0.639223    47
27     w2v2-large + Conv         110             forward   original        0.476526    0.745259    0.639223    47
27     w2v2-large + Conv         124             forward   long_pause      -0.190716   0.179832    0.132773    35
27     w2v2-large + Conv         124             forward   long_pause_noi  -0.132499   0.207563    0.136134    35
27     w2v2-large + Conv         124             forward   no_pause        -0.301153   0.092157    0.105882    35
27     w2v2-large + Conv         124             forward   original        -0.320951   0.092997    0.092437    35
27     w2v2-large + Conv         191             forward   long_pause      -0.915685   -0.755700   -0.543434   55
27     w2v2-large + Conv         191             forward   long_pause_noi  -0.906742   -0.734488   -0.509764   55
27     w2v2-large + Conv         191             forward   no_pause        -0.429982   -0.202237   -0.127273   55
27     w2v2-large + Conv         191             forward   original        -0.053378   0.279149    0.202694    55

3) correlations to target — block concat
tr     label                     system          mode      variant         PCC         SRCC        KTAU        n
18     w2v2-base + Transformer   057             random    long_pause      0.776171    0.800000    0.666667    9
18     w2v2-base + Transformer   057             random    long_pause_noi  0.765094    0.733333    0.555556    9
18     w2v2-base + Transformer   057             random    no_pause        0.270685    0.483333    0.333333    9
18     w2v2-base + Transformer   057             random    original        0.065900    0.250000    0.111111    9
18     w2v2-base + Transformer   061             random    long_pause      -0.235663   0.016667    0.111111    9
18     w2v2-base + Transformer   061             random    long_pause_noi  -0.346740   -0.133333   0.000000    9
18     w2v2-base + Transformer   061             random    no_pause        0.586141    0.683333    0.555556    9
18     w2v2-base + Transformer   061             random    original        0.677734    0.750000    0.555556    9
18     w2v2-base + Transformer   110             random    long_pause      -0.196531   -0.083333   -0.055556   9
18     w2v2-base + Transformer   110             random    long_pause_noi  -0.299777   -0.383333   -0.333333   9
18     w2v2-base + Transformer   110             random    no_pause        0.074585    0.033333    0.111111    9
18     w2v2-base + Transformer   110             random    original        0.024901    0.016667    0.055556    9
18     w2v2-base + Transformer   124             random    long_pause      -0.388204   -0.300000   -0.166667   9
18     w2v2-base + Transformer   124             random    long_pause_noi  -0.429635   -0.350000   -0.222222   9
18     w2v2-base + Transformer   124             random    no_pause        -0.459949   -0.350000   -0.166667   9
18     w2v2-base + Transformer   124             random    original        -0.305840   -0.050000   0.000000    9
18     w2v2-base + Transformer   191             random    long_pause      -0.225576   -0.250000   -0.111111   9
18     w2v2-base + Transformer   191             random    long_pause_noi  -0.232812   -0.266667   -0.055556   9
18     w2v2-base + Transformer   191             random    no_pause        -0.147783   -0.016667   0.000000    9
18     w2v2-base + Transformer   191             random    original        -0.125295   -0.033333   0.000000    9
18     w2v2-base + Transformer   057             reverse   long_pause      0.012596    -0.200000   -0.222222   9
18     w2v2-base + Transformer   057             reverse   long_pause_noi  0.040707    0.000000    -0.111111   9
18     w2v2-base + Transformer   057             reverse   no_pause        -0.146181   0.016667    0.000000    9
18     w2v2-base + Transformer   057             reverse   original        -0.033226   0.083333    0.055556    9
18     w2v2-base + Transformer   061             reverse   long_pause      -0.429438   -0.316667   -0.277778   9
18     w2v2-base + Transformer   061             reverse   long_pause_noi  -0.591710   -0.583333   -0.444444   9
18     w2v2-base + Transformer   061             reverse   no_pause        0.143314    0.316667    0.277778    9
18     w2v2-base + Transformer   061             reverse   original        0.163026    0.316667    0.277778    9
18     w2v2-base + Transformer   110             reverse   long_pause      0.218264    0.383333    0.388889    9
18     w2v2-base + Transformer   110             reverse   long_pause_noi  0.324358    0.233333    0.222222    9
18     w2v2-base + Transformer   110             reverse   no_pause        -0.020302   -0.066667   -0.055556   9
18     w2v2-base + Transformer   110             reverse   original        0.057360    -0.050000   -0.111111   9
18     w2v2-base + Transformer   124             reverse   long_pause      0.501774    0.466667    0.277778    9
18     w2v2-base + Transformer   124             reverse   long_pause_noi  0.478482    0.533333    0.333333    9
18     w2v2-base + Transformer   124             reverse   no_pause        0.520433    0.533333    0.388889    9
18     w2v2-base + Transformer   124             reverse   original        0.628325    0.533333    0.388889    9
18     w2v2-base + Transformer   191             reverse   long_pause      -0.587494   -0.566667   -0.500000   9
18     w2v2-base + Transformer   191             reverse   long_pause_noi  -0.482880   -0.333333   -0.277778   9
18     w2v2-base + Transformer   191             reverse   no_pause        -0.178186   -0.150000   -0.111111   9
18     w2v2-base + Transformer   191             reverse   original        0.126139    0.216667    0.166667    9
18     w2v2-base + Transformer   057             forward   long_pause      0.731453    0.666667    0.500000    9
18     w2v2-base + Transformer   057             forward   long_pause_noi  0.689778    0.650000    0.500000    9
18     w2v2-base + Transformer   057             forward   no_pause        0.565074    0.683333    0.500000    9
18     w2v2-base + Transformer   057             forward   original        0.065452    0.233333    0.166667    9
18     w2v2-base + Transformer   061             forward   long_pause      -0.098001   0.033333    0.000000    9
18     w2v2-base + Transformer   061             forward   long_pause_noi  -0.173807   -0.116667   -0.166667   9
18     w2v2-base + Transformer   061             forward   no_pause        0.175580    0.450000    0.333333    9
18     w2v2-base + Transformer   061             forward   original        0.157362    0.400000    0.277778    9
18     w2v2-base + Transformer   110             forward   long_pause      0.115801    0.316667    0.277778    9
18     w2v2-base + Transformer   110             forward   long_pause_noi  0.211769    0.350000    0.277778    9
18     w2v2-base + Transformer   110             forward   no_pause        0.433962    0.433333    0.333333    9
18     w2v2-base + Transformer   110             forward   original        0.339232    0.433333    0.388889    9
18     w2v2-base + Transformer   124             forward   long_pause      0.531500    0.383333    0.277778    9
18     w2v2-base + Transformer   124             forward   long_pause_noi  0.469004    0.516667    0.333333    9
18     w2v2-base + Transformer   124             forward   no_pause        0.515165    0.466667    0.333333    9
18     w2v2-base + Transformer   124             forward   original        0.552371    0.533333    0.388889    9
18     w2v2-base + Transformer   191             forward   long_pause      -0.418144   -0.516667   -0.388889   9
18     w2v2-base + Transformer   191             forward   long_pause_noi  -0.348040   -0.116667   0.000000    9
18     w2v2-base + Transformer   191             forward   no_pause        -0.077056   0.083333    0.055556    9
18     w2v2-base + Transformer   191             forward   original        0.041785    0.316667    0.166667    9
19     w2v2-large + Transformer  057             random    long_pause      0.333292    0.500000    0.277778    9
19     w2v2-large + Transformer  057             random    long_pause_noi  0.780564    0.650000    0.444444    9
19     w2v2-large + Transformer  057             random    no_pause        0.243726    0.400000    0.277778    9
19     w2v2-large + Transformer  057             random    original        0.124280    0.200000    0.055556    9
19     w2v2-large + Transformer  061             random    long_pause      -0.342626   -0.400000   -0.166667   9
19     w2v2-large + Transformer  061             random    long_pause_noi  -0.467664   -0.266667   -0.166667   9
19     w2v2-large + Transformer  061             random    no_pause        0.165092    0.233333    0.222222    9
19     w2v2-large + Transformer  061             random    original        0.156013    0.166667    0.111111    9
19     w2v2-large + Transformer  110             random    long_pause      0.491767    0.500000    0.333333    9
19     w2v2-large + Transformer  110             random    long_pause_noi  -0.154750   -0.150000   -0.055556   9
19     w2v2-large + Transformer  110             random    no_pause        0.591458    0.650000    0.444444    9
19     w2v2-large + Transformer  110             random    original        0.678409    0.716667    0.555556    9
19     w2v2-large + Transformer  124             random    long_pause      0.022633    0.166667    0.055556    9
19     w2v2-large + Transformer  124             random    long_pause_noi  -0.331505   -0.433333   -0.222222   9
19     w2v2-large + Transformer  124             random    no_pause        -0.221930   -0.116667   -0.055556   9
19     w2v2-large + Transformer  124             random    original        -0.147960   -0.116667   -0.055556   9
19     w2v2-large + Transformer  191             random    long_pause      -0.484816   -0.450000   -0.277778   9
19     w2v2-large + Transformer  191             random    long_pause_noi  -0.447145   -0.450000   -0.277778   9
19     w2v2-large + Transformer  191             random    no_pause        -0.523763   -0.533333   -0.388889   9
19     w2v2-large + Transformer  191             random    original        -0.456867   -0.483333   -0.388889   9
19     w2v2-large + Transformer  057             reverse   long_pause      0.159827    0.233333    0.166667    9
19     w2v2-large + Transformer  057             reverse   long_pause_noi  0.020038    -0.083333   -0.055556   9
19     w2v2-large + Transformer  057             reverse   no_pause        0.156779    0.333333    0.277778    9
19     w2v2-large + Transformer  057             reverse   original        0.047782    0.033333    0.055556    9
19     w2v2-large + Transformer  061             reverse   long_pause      -0.455570   -0.283333   -0.222222   9
19     w2v2-large + Transformer  061             reverse   long_pause_noi  -0.678354   -0.766667   -0.611111   9
19     w2v2-large + Transformer  061             reverse   no_pause        -0.108215   0.116667    0.055556    9
19     w2v2-large + Transformer  061             reverse   original        -0.096614   0.000000    -0.055556   9
19     w2v2-large + Transformer  110             reverse   long_pause      0.432062    0.433333    0.333333    9
19     w2v2-large + Transformer  110             reverse   long_pause_noi  0.448572    0.383333    0.222222    9
19     w2v2-large + Transformer  110             reverse   no_pause        0.353910    0.366667    0.333333    9
19     w2v2-large + Transformer  110             reverse   original        0.426028    0.466667    0.388889    9
19     w2v2-large + Transformer  124             reverse   long_pause      0.439462    0.466667    0.222222    9
19     w2v2-large + Transformer  124             reverse   long_pause_noi  0.492303    0.466667    0.222222    9
19     w2v2-large + Transformer  124             reverse   no_pause        0.378766    0.400000    0.222222    9
19     w2v2-large + Transformer  124             reverse   original        0.323429    0.466667    0.277778    9
19     w2v2-large + Transformer  191             reverse   long_pause      -0.359260   -0.216667   -0.166667   9
19     w2v2-large + Transformer  191             reverse   long_pause_noi  -0.704576   -0.450000   -0.333333   9
19     w2v2-large + Transformer  191             reverse   no_pause        -0.651945   -0.433333   -0.333333   9
19     w2v2-large + Transformer  191             reverse   original        -0.384278   0.016667    0.055556    9
19     w2v2-large + Transformer  057             forward   long_pause      0.485570    0.450000    0.277778    9
19     w2v2-large + Transformer  057             forward   long_pause_noi  0.576262    0.400000    0.277778    9
19     w2v2-large + Transformer  057             forward   no_pause        0.154023    0.216667    0.111111    9
19     w2v2-large + Transformer  057             forward   original        0.153601    0.266667    0.111111    9
19     w2v2-large + Transformer  061             forward   long_pause      0.125218    0.416667    0.277778    9
19     w2v2-large + Transformer  061             forward   long_pause_noi  -0.154213   -0.116667   -0.166667   9
19     w2v2-large + Transformer  061             forward   no_pause        0.228007    0.483333    0.277778    9
19     w2v2-large + Transformer  061             forward   original        0.211648    0.516667    0.333333    9
19     w2v2-large + Transformer  110             forward   long_pause      0.541753    0.333333    0.333333    9
19     w2v2-large + Transformer  110             forward   long_pause_noi  0.295745    -0.066667   -0.055556   9
19     w2v2-large + Transformer  110             forward   no_pause        0.526919    0.600000    0.500000    9
19     w2v2-large + Transformer  110             forward   original        0.558598    0.700000    0.611111    9
19     w2v2-large + Transformer  124             forward   long_pause      0.471682    0.400000    0.388889    9
19     w2v2-large + Transformer  124             forward   long_pause_noi  0.476578    0.533333    0.388889    9
19     w2v2-large + Transformer  124             forward   no_pause        0.325819    0.316667    0.333333    9
19     w2v2-large + Transformer  124             forward   original        0.357109    0.366667    0.388889    9
19     w2v2-large + Transformer  191             forward   long_pause      -0.550557   -0.483333   -0.333333   9
19     w2v2-large + Transformer  191             forward   long_pause_noi  -0.714013   -0.550000   -0.333333   9
19     w2v2-large + Transformer  191             forward   no_pause        -0.530340   -0.450000   -0.333333   9
19     w2v2-large + Transformer  191             forward   original        -0.356909   -0.300000   -0.166667   9
23     w2v2-large + BiLSTM       057             random    long_pause      0.455529    0.600000    0.444444    9
23     w2v2-large + BiLSTM       057             random    long_pause_noi  0.734737    0.550000    0.388889    9
23     w2v2-large + BiLSTM       057             random    no_pause        -0.086344   0.050000    0.055556    9
23     w2v2-large + BiLSTM       057             random    original        -0.293765   -0.050000   0.000000    9
23     w2v2-large + BiLSTM       061             random    long_pause      0.358809    0.566667    0.444444    9
23     w2v2-large + BiLSTM       061             random    long_pause_noi  -0.355574   -0.066667   0.000000    9
23     w2v2-large + BiLSTM       061             random    no_pause        0.673360    0.683333    0.555556    9
23     w2v2-large + BiLSTM       061             random    original        0.696434    0.716667    0.555556    9
23     w2v2-large + BiLSTM       110             random    long_pause      0.435178    0.450000    0.333333    9
23     w2v2-large + BiLSTM       110             random    long_pause_noi  -0.179718   -0.133333   -0.111111   9
23     w2v2-large + BiLSTM       110             random    no_pause        0.504559    0.500000    0.388889    9
23     w2v2-large + BiLSTM       110             random    original        0.516401    0.500000    0.388889    9
23     w2v2-large + BiLSTM       124             random    long_pause      -0.157178   0.000000    0.000000    9
23     w2v2-large + BiLSTM       124             random    long_pause_noi  -0.325617   -0.250000   -0.166667   9
23     w2v2-large + BiLSTM       124             random    no_pause        -0.129424   -0.050000   -0.111111   9
23     w2v2-large + BiLSTM       124             random    original        -0.085254   -0.050000   -0.111111   9
23     w2v2-large + BiLSTM       191             random    long_pause      -0.295124   -0.333333   -0.222222   9
23     w2v2-large + BiLSTM       191             random    long_pause_noi  -0.294199   -0.283333   -0.166667   9
23     w2v2-large + BiLSTM       191             random    no_pause        -0.192425   -0.350000   -0.166667   9
23     w2v2-large + BiLSTM       191             random    original        0.048964    -0.116667   -0.111111   9
23     w2v2-large + BiLSTM       057             reverse   long_pause      0.270227    0.233333    0.166667    9
23     w2v2-large + BiLSTM       057             reverse   long_pause_noi  -0.102084   -0.216667   -0.222222   9
23     w2v2-large + BiLSTM       057             reverse   no_pause        0.274681    0.450000    0.388889    9
23     w2v2-large + BiLSTM       057             reverse   original        0.046736    0.050000    0.111111    9
23     w2v2-large + BiLSTM       061             reverse   long_pause      0.079125    0.083333    0.166667    9
23     w2v2-large + BiLSTM       061             reverse   long_pause_noi  -0.612668   -0.766667   -0.611111   9
23     w2v2-large + BiLSTM       061             reverse   no_pause        0.485539    0.750000    0.555556    9
23     w2v2-large + BiLSTM       061             reverse   original        0.469149    0.533333    0.388889    9
23     w2v2-large + BiLSTM       110             reverse   long_pause      0.587458    0.716667    0.555556    9
23     w2v2-large + BiLSTM       110             reverse   long_pause_noi  0.495522    0.433333    0.333333    9
23     w2v2-large + BiLSTM       110             reverse   no_pause        0.460318    0.483333    0.333333    9
23     w2v2-large + BiLSTM       110             reverse   original        0.549129    0.533333    0.388889    9
23     w2v2-large + BiLSTM       124             reverse   long_pause      0.408021    0.533333    0.333333    9
23     w2v2-large + BiLSTM       124             reverse   long_pause_noi  0.401384    0.533333    0.277778    9
23     w2v2-large + BiLSTM       124             reverse   no_pause        0.390841    0.550000    0.333333    9
23     w2v2-large + BiLSTM       124             reverse   original        0.250594    0.466667    0.277778    9
23     w2v2-large + BiLSTM       191             reverse   long_pause      -0.443721   -0.350000   -0.277778   9
23     w2v2-large + BiLSTM       191             reverse   long_pause_noi  -0.557937   -0.350000   -0.277778   9
23     w2v2-large + BiLSTM       191             reverse   no_pause        -0.347912   -0.083333   -0.055556   9
23     w2v2-large + BiLSTM       191             reverse   original        -0.051794   0.266667    0.222222    9
23     w2v2-large + BiLSTM       057             forward   long_pause      0.432518    0.466667    0.333333    9
23     w2v2-large + BiLSTM       057             forward   long_pause_noi  0.616357    0.450000    0.333333    9
23     w2v2-large + BiLSTM       057             forward   no_pause        -0.001720   0.066667    0.000000    9
23     w2v2-large + BiLSTM       057             forward   original        -0.098369   0.066667    0.000000    9
23     w2v2-large + BiLSTM       061             forward   long_pause      0.256353    0.533333    0.333333    9
23     w2v2-large + BiLSTM       061             forward   long_pause_noi  -0.165841   -0.033333   -0.055556   9
23     w2v2-large + BiLSTM       061             forward   no_pause        0.336701    0.616667    0.388889    9
23     w2v2-large + BiLSTM       061             forward   original        0.359198    0.666667    0.444444    9
23     w2v2-large + BiLSTM       110             forward   long_pause      0.798997    0.816667    0.666667    9
23     w2v2-large + BiLSTM       110             forward   long_pause_noi  0.391123    0.383333    0.277778    9
23     w2v2-large + BiLSTM       110             forward   no_pause        0.790737    0.800000    0.611111    9
