block_s,dataset,train,train_label,pair,base_pair,mode,variant,case_dir,rel_path,global_concat_PCC,global_concat_SRCC,global_concat_KTAU,global_concat_n,global_rm_PCC,global_rm_SRCC,global_rm_KTAU,global_rm_n,block_concat_PCC,block_concat_SRCC,block_concat_KTAU,block_concat_n,block_rm_PCC,block_rm_SRCC,block_rm_KTAU,block_rm_n
1,somos,18,w2v2-base + Transformer,dlg_124__191,dlg_124__191,forward,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/dlg_124__191/no_pause,dialogue_block1/somos/train18/dlg_124__191/no_pause,-0.41784013477740195,0.1781938991241317,0.1140642303433001,43,-0.6382253186968289,0.3544246451223196,0.2336655592469546,43,-0.044471356248530214,-0.040145005127330394,-0.02707707196872441,182,-0.1964125896870566,-0.2318395772368629,-0.1669514274297351,182
1,somos,18,w2v2-base + Transformer,dlg_124__191,dlg_124__191,forward,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/dlg_124__191/original,dialogue_block1/somos/train18/dlg_124__191/original,-0.4573729031196444,0.15856236786469344,0.09856035437430785,43,-0.6010898950423639,0.35366958622772576,0.22923588039867107,43,-0.03656139191847569,-0.034490722910811275,-0.02177267973794924,182,-0.19973654565349716,-0.25007051063591607,-0.18821674891240528,182
1,somos,18,w2v2-base + Transformer,rand_dlg_057__061,dlg_057__061,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__061/long_pause,dialogue_block1/somos/train18/rand_dlg_057__061/long_pause,-0.771042826825407,-0.7434017595307918,-0.560483870967742,32,-0.5440531932915951,-0.27932551319648086,-0.1895161290322581,32,0.08232532176473871,0.08593305732336541,0.05996834212137679,183,-0.052155450572783105,-0.12279485424242562,-0.06974257922255844,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__061,dlg_057__061,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__061/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_057__061/long_pause_noise,-0.6870648935755708,-0.7078445747800586,-0.5000000000000001,32,-0.278469122978641,-0.12719941348973607,-0.09677419354838711,32,0.04064296200272784,0.07198263597814192,0.05098836914029231,183,-0.021227536671532016,-0.10304369310548134,-0.05698327964898203,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__061,dlg_057__061,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__061/no_pause,dialogue_block1/somos/train18/rand_dlg_057__061/no_pause,-0.7538297904230016,-0.504032258064516,-0.2903225806451613,32,-0.24294487016232771,0.05205278592375366,0.07258064516129033,32,0.00048590955453171186,-0.01099677950691197,-0.002815430619270405,183,-0.018488815610887138,0.03693802629633948,0.026881242790932826,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__061,dlg_057__061,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__061/original,dialogue_block1/somos/train18/rand_dlg_057__061/original,-0.7008627322923301,-0.36803519061583573,-0.17741935483870971,32,-0.11302690858135109,0.20857771260997066,0.16935483870967744,32,-0.04228410779874223,-0.05545451577308674,-0.034764447646643264,183,0.05352232073150966,0.15412262472560406,0.11285166904396224,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__110,dlg_057__110,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__110/long_pause,dialogue_block1/somos/train18/rand_dlg_057__110/long_pause,-0.28751409330752997,-0.5481781376518219,-0.3927125506072875,39,-0.12182811464154653,-0.5012145748987854,-0.36302294197031043,39,0.10598277466514436,0.054857929551042225,0.04141590975815792,183,0.09672904475949087,0.01642481514847303,0.011147199611680989,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__110,dlg_057__110,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__110/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_057__110/long_pause_noise,-0.2003885576231299,-0.34635627530364377,-0.23616734143049933,39,-0.2028006268156153,-0.3263157894736842,-0.24156545209176788,39,0.086413309989258,0.0453662136693982,0.03278182227245603,183,0.1209887851120194,0.009229527137779947,0.009432245825268531,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__110,dlg_057__110,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__110/no_pause,dialogue_block1/somos/train18/rand_dlg_057__110/no_pause,-0.09331361549083186,-0.5309716599190284,-0.35492577597840763,39,-0.0707999528477217,-0.1431174089068826,-0.10391363022941971,39,0.08072024897550757,0.006122157855291029,0.003520799100017991,183,0.12811597147283715,0.028161865372098485,0.024254346407833364,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__110,dlg_057__110,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__110/original,dialogue_block1/somos/train18/rand_dlg_057__110/original,-0.017477026480301153,-0.4238866396761134,-0.2793522267206478,39,-0.053544533733698337,-0.04635627530364373,-0.02564102564102564,39,0.055079093582385844,0.0059448601638018,0.0063131570069288115,183,0.16688834850395257,0.060508815191108345,0.040913897475840115,183
1,somos,18,w2v2-base + Transformer,rand_dlg_057__124,dlg_057__124,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__124/long_pause,dialogue_block1/somos/train18/rand_dlg_057__124/long_pause,0.31225466277219044,0.3736367946894263,0.26126126126126126,37,0.21329244987435064,-0.1384542437174016,-0.11711711711711711,37,-0.056216491855435355,-0.056699681758539545,-0.03894130499817645,185,-0.2992858178791832,-0.29423585607326364,-0.19733863289817674,185
1,somos,18,w2v2-base + Transformer,rand_dlg_057__124,dlg_057__124,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__124/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_057__124/long_pause_noise,0.18235292489053048,0.2766714082503556,0.1801801801801802,37,0.019191274591021115,-0.22925557136083452,-0.1831831831831832,37,-0.049354321574879595,-0.05863614328721186,-0.037495763231423195,185,-0.23926052656748353,-0.2905071940824137,-0.2129132328638328,185
1,somos,18,w2v2-base + Transformer,rand_dlg_057__124,dlg_057__124,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__124/no_pause,dialogue_block1/somos/train18/rand_dlg_057__124/no_pause,0.44723973283058494,0.42247510668563293,0.29129129129129133,37,0.314549820270337,-0.11284969179706021,-0.1021021021021021,37,-0.07851006248074878,-0.1022054556532134,-0.06715748342725399,185,-0.16769036646591887,-0.20627626406813804,-0.12864136638299623,185
1,somos,18,w2v2-base + Transformer,rand_dlg_057__124,dlg_057__124,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__124/original,dialogue_block1/somos/train18/rand_dlg_057__124/original,0.4640404351747048,0.4556661925082977,0.32432432432432434,37,0.3618402613997602,-0.000474158368895211,-0.015015015015015017,37,-0.047052581064797136,-0.04954366477058273,-0.03594091499535142,185,-0.11854581085012172,-0.15697211340501593,-0.10377029977117339,185
1,somos,18,w2v2-base + Transformer,rand_dlg_057__191,dlg_057__191,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__191/long_pause,dialogue_block1/somos/train18/rand_dlg_057__191/long_pause,0.6443916708283852,0.2319909245604084,0.11265969802555169,42,0.35398569478735714,0.32695891742970584,0.24041811846689895,42,0.03574048707932321,0.027843657198340227,0.019310807392799962,182,0.10723205342766721,-0.05123101292381644,-0.03991852437114486,182
1,somos,18,w2v2-base + Transformer,rand_dlg_057__191,dlg_057__191,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__191/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_057__191/long_pause_noise,0.6949915483842809,0.6269346082165141,0.46341463414634143,42,0.6096133959751038,0.5570861356454097,0.44018583042973286,42,0.0515102568619249,0.04707362178449229,0.029261264362548556,182,0.09932711533716868,-0.02313121928885565,-0.03743911291952096,182
1,somos,18,w2v2-base + Transformer,rand_dlg_057__191,dlg_057__191,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__191/no_pause,dialogue_block1/somos/train18/rand_dlg_057__191/no_pause,0.27916922882198714,-0.10185560327364071,-0.14285714285714285,42,-0.29279583446366986,-0.3538611133619642,-0.26364692218350755,42,0.06497003425481089,0.08619639889427227,0.05999788659211637,182,-0.013484478020812346,-0.051861674155235044,-0.03607543662112781,182
1,somos,18,w2v2-base + Transformer,rand_dlg_057__191,dlg_057__191,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_057__191/original,dialogue_block1/somos/train18/rand_dlg_057__191/original,0.16979088564883205,-0.13961591443156957,-0.15911730545876887,42,-0.4160267869988533,-0.4415363422737218,-0.3124274099883856,42,0.041681350457575636,0.04485658805708284,0.033318498496851506,182,0.0386848743648449,-0.008983684555610605,0.0,182
1,somos,18,w2v2-base + Transformer,rand_dlg_061__110,dlg_061__110,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__110/long_pause,dialogue_block1/somos/train18/rand_dlg_061__110/long_pause,0.0778438384780347,0.19879032258064516,0.15268817204301077,31,-0.039743481190020136,0.16612903225806452,0.23440860215053763,31,0.14177225641672403,0.19599813650535022,0.13436661162595034,183,0.40939196709211817,0.39855668493573204,0.2789030333467213,183
1,somos,18,w2v2-base + Transformer,rand_dlg_061__110,dlg_061__110,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__110/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_061__110/long_pause_noise,0.1628749675857645,0.3524193548387097,0.33763440860215055,31,0.02797658783883218,0.25000000000000006,0.2645161290322581,31,0.1492616939970418,0.21396501322486597,0.14772671029900664,183,0.3635324717397729,0.3044315401364551,0.19835029390186076,183
1,somos,18,w2v2-base + Transformer,rand_dlg_061__110,dlg_061__110,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__110/no_pause,dialogue_block1/somos/train18/rand_dlg_061__110/no_pause,-0.17728710395450495,-0.32943548387096777,-0.23440860215053763,31,-0.09822269083555453,0.2346774193548387,0.2516129032258065,31,0.2105394940960426,0.20521608302785435,0.13734063058402274,183,0.37895191470053724,0.4383178987229136,0.31602411143191045,183
1,somos,18,w2v2-base + Transformer,rand_dlg_061__110,dlg_061__110,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__110/original,dialogue_block1/somos/train18/rand_dlg_061__110/original,-0.18537694242800068,-0.38225806451612904,-0.2645161290322581,31,-0.08160618654806912,0.2633064516129032,0.28602150537634413,31,0.13739206598748152,0.13154273872683392,0.0894424747219792,183,0.4220847970789392,0.4728963641344607,0.35920829893768047,183
1,somos,18,w2v2-base + Transformer,rand_dlg_061__124,dlg_061__124,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__124/long_pause,dialogue_block1/somos/train18/rand_dlg_061__124/long_pause,-0.3255317327511511,-0.05406006674082313,-0.06666666666666667,30,-0.28381509059486004,-0.43270300333704115,-0.3425287356321839,30,0.004092423308366747,-0.031039583619959364,-0.018003609182111968,187,-0.19798985280640286,-0.17320087706164128,-0.08337417316666036,187
1,somos,18,w2v2-base + Transformer,rand_dlg_061__124,dlg_061__124,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__124/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_061__124/long_pause_noise,-0.5078328655754654,-0.2956618464961067,-0.19999999999999998,30,-0.3794189951031387,-0.44293659621801995,-0.31494252873563217,30,-0.014964667352889614,-0.03861154239104576,-0.020637536047883223,187,-0.08676675918744563,-0.14313432682721047,-0.07896725258499403,187
1,somos,18,w2v2-base + Transformer,rand_dlg_061__124,dlg_061__124,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__124/no_pause,dialogue_block1/somos/train18/rand_dlg_061__124/no_pause,-0.19285863641628673,0.21156840934371526,0.167816091954023,30,-0.13509170888393368,-0.3228031145717464,-0.2367816091954023,30,-8.955740775137833e-05,0.0031766067211953914,0.0039978102699956405,187,-0.10244673388580548,-0.06103071924497817,-0.07146357699999459,187
1,somos,18,w2v2-base + Transformer,rand_dlg_061__124,dlg_061__124,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__124/original,dialogue_block1/somos/train18/rand_dlg_061__124/original,-0.16752375381261445,0.1345939933259177,0.0896551724137931,30,-0.11855362867934471,-0.11056729699666296,-0.08045977011494253,30,-0.06120114372352174,-0.02467385151150726,-0.018225311524980126,187,-0.08624685403530064,-0.01992787258288407,-0.0019056953866665226,187
1,somos,18,w2v2-base + Transformer,rand_dlg_061__191,dlg_061__191,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__191/long_pause,dialogue_block1/somos/train18/rand_dlg_061__191/long_pause,0.7643846909328093,0.6656370656370657,0.4634920634920635,36,-0.5177240277017361,-0.1070785070785071,-0.06666666666666667,36,-0.031296729819178,-0.010686156945365533,-0.01110798172865971,182,-0.12339065470894765,-0.12405802354559259,-0.06374228578915601,182
1,somos,18,w2v2-base + Transformer,rand_dlg_061__191,dlg_061__191,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__191/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_061__191/long_pause_noise,0.736185520351078,0.6782496782496783,0.48571428571428577,36,0.015965181923754596,0.3168597168597169,0.2634920634920635,36,-0.00911613351335834,-0.006731105882141655,-0.007402173300585595,182,-0.11531852305603131,-0.08932285367230842,-0.04627864584692149,182
1,somos,18,w2v2-base + Transformer,rand_dlg_061__191,dlg_061__191,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__191/no_pause,dialogue_block1/somos/train18/rand_dlg_061__191/no_pause,-0.2060894582738692,-0.17425997425997425,-0.13650793650793652,36,-0.9367635705925746,-0.6975546975546977,-0.4952380952380953,36,-0.0368793150982114,-0.04017438872691416,-0.027758149877195982,182,-0.3100984609312871,-0.21974249482248834,-0.14594613380295995,182
1,somos,18,w2v2-base + Transformer,rand_dlg_061__191,dlg_061__191,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_061__191/original,dialogue_block1/somos/train18/rand_dlg_061__191/original,-0.4735209155420675,-0.48597168597168605,-0.3587301587301588,36,-0.936993008298638,-0.7431145431145432,-0.5555555555555556,36,-0.060200713791553076,-0.0666862766766197,-0.04577010490862093,182,-0.28700744046862237,-0.2373508461987963,-0.14145548353209966,182
1,somos,18,w2v2-base + Transformer,rand_dlg_110__124,dlg_110__124,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__124/long_pause,dialogue_block1/somos/train18/rand_dlg_110__124/long_pause,0.46080822710728675,0.1407979407979408,0.13968253968253969,36,0.8065032292444959,0.3688545688545689,0.28253968253968254,36,0.012954336417461406,-0.020145987070853764,-0.012923754189109397,181,0.052707487191200386,0.017026646286675832,0.02111937408462706,181
1,somos,18,w2v2-base + Transformer,rand_dlg_110__124,dlg_110__124,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__124/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_110__124/long_pause_noise,0.7170929594899521,0.4007722007722008,0.31111111111111117,36,0.7948455616768009,0.432947232947233,0.33333333333333337,36,0.016042038546900356,-0.005368711658411868,-0.001747174513414934,181,0.022615802751142652,-0.010771380758023256,-0.0015760726928826165,181
1,somos,18,w2v2-base + Transformer,rand_dlg_110__124,dlg_110__124,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__124/no_pause,dialogue_block1/somos/train18/rand_dlg_110__124/no_pause,0.749933722304411,0.27953667953667954,0.1873015873015873,36,0.7940929815577814,0.31531531531531537,0.21269841269841272,36,0.07160961450411948,0.017921022961963937,0.015037719049176864,181,0.13414746046714485,0.08272517717283501,0.06058423431440778,181
1,somos,18,w2v2-base + Transformer,rand_dlg_110__124,dlg_110__124,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__124/original,dialogue_block1/somos/train18/rand_dlg_110__124/original,0.7522044185070538,0.20180180180180182,0.14285714285714288,36,0.7805647597759654,0.32998712998713,0.22222222222222227,36,0.1043106690460989,0.07566035047565159,0.0568438259493781,181,0.14086674067290186,0.1049682608665061,0.07647104705866455,181
1,somos,18,w2v2-base + Transformer,rand_dlg_110__191,dlg_110__191,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__191/long_pause,dialogue_block1/somos/train18/rand_dlg_110__191/long_pause,0.6456659307196096,0.6905123751628311,0.5070921985815603,48,0.455000725105727,0.4415979157620495,0.3209219858156029,48,0.2291789699312404,0.2727666331523328,0.18364595379033372,183,0.33750493597028514,0.25098891490042147,0.17052700934859738,183
1,somos,18,w2v2-base + Transformer,rand_dlg_110__191,dlg_110__191,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__191/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_110__191/long_pause_noise,0.4680423972147276,0.5699242816982023,0.42128607246631955,48,0.16467903532813444,-0.059704732957012584,-0.023049645390070924,48,0.18692027364367403,0.24992572981392244,0.1664468808442927,183,0.22043610095484206,0.1482529614716096,0.09545838692081267,183
1,somos,18,w2v2-base + Transformer,rand_dlg_110__191,dlg_110__191,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__191/no_pause,dialogue_block1/somos/train18/rand_dlg_110__191/no_pause,0.7781060224801701,0.6206035605731655,0.4273049645390071,48,0.5662828537535991,0.5857577073382545,0.4202127659574469,48,0.2751973908395008,0.3357024546628102,0.22847677432663782,183,0.31150143716904805,0.2843649179341935,0.1906106212216099,183
1,somos,18,w2v2-base + Transformer,rand_dlg_110__191,dlg_110__191,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_110__191/original,dialogue_block1/somos/train18/rand_dlg_110__191/original,0.7791133573128128,0.6419887103777681,0.44148936170212766,48,0.6099799710219321,0.6009552757273122,0.42198581560283693,48,0.3140376062299053,0.34078278362129366,0.22908491053724905,183,0.33964941096501244,0.3275013559764323,0.21387822034278295,183
1,somos,18,w2v2-base + Transformer,rand_dlg_124__191,dlg_124__191,random,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_124__191/long_pause,dialogue_block1/somos/train18/rand_dlg_124__191/long_pause,-0.11521209606144767,-0.1313802476593174,-0.04983388704318937,43,-0.6584963732865315,-0.4211718514044095,-0.2713178294573643,43,-0.12135316395957513,-0.13444956662509647,-0.0925390477832738,182,-0.1297065920184431,-0.18888904346974636,-0.12922971896255264,182
1,somos,18,w2v2-base + Transformer,rand_dlg_124__191,dlg_124__191,random,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_124__191/long_pause_noise,dialogue_block1/somos/train18/rand_dlg_124__191/long_pause_noise,-0.1601303871624685,-0.22772576260948355,-0.1273532668881506,43,-0.6151617013802848,-0.653881002718212,-0.5016611295681063,43,-0.07423913069839055,-0.10982645128049189,-0.07476976555554311,182,-0.14667718302119265,-0.18400213463526094,-0.13693750402814017,182
1,somos,18,w2v2-base + Transformer,rand_dlg_124__191,dlg_124__191,random,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_124__191/no_pause,dialogue_block1/somos/train18/rand_dlg_124__191/no_pause,-0.22212933581906627,-0.1849894291754757,-0.1140642303433001,43,-0.6761115912739127,-0.380096647538508,-0.26688815060908083,43,-0.0505053579900393,-0.04140873203688783,-0.02373154141705202,182,-0.22112393972504146,-0.2564127077367358,-0.18194102328205464,182
1,somos,18,w2v2-base + Transformer,rand_dlg_124__191,dlg_124__191,random,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rand_dlg_124__191/original,dialogue_block1/somos/train18/rand_dlg_124__191/original,-0.2621416825159715,-0.13575958924796133,-0.09191583610188261,43,-0.6479270869055982,-0.33147085472666865,-0.24695459579180506,43,-0.11330727928903084,-0.12033232655653185,-0.07920787200236842,182,-0.22636727171269733,-0.2699052806293381,-0.19947001835056827,182
1,somos,18,w2v2-base + Transformer,rev_dlg_057__061,dlg_057__061,reverse,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__061/long_pause,dialogue_block1/somos/train18/rev_dlg_057__061/long_pause,-0.5425936914769309,-0.6656891495601173,-0.5000000000000001,32,0.3686137768673595,0.03262463343108504,-0.028225806451612906,32,0.007036648986895724,0.021051019386434392,0.019167338195494044,183,-0.06013947744609498,-0.12095906602485297,-0.07014136031647779,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__061,dlg_057__061,reverse,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__061/long_pause_noise,dialogue_block1/somos/train18/rev_dlg_057__061/long_pause_noise,-0.5136626726952817,-0.5736803519061583,-0.4193548387096775,32,-0.028116993890259907,-0.2232404692082111,-0.2056451612903226,32,0.0061710712778059035,0.0367665590096431,0.03022770005465036,183,-0.023767166940092278,-0.09825171522589299,-0.04983565318161042,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__061,dlg_057__061,reverse,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__061/no_pause,dialogue_block1/somos/train18/rev_dlg_057__061/no_pause,0.3057715559461851,0.45307917888563043,0.35483870967741943,32,0.658671945762207,0.8258797653958944,0.6612903225806452,32,-0.017560580134082446,0.016502664751473974,0.01450151784290973,183,-0.029278594855767642,0.019095754010978516,0.01677697144374711,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__061,dlg_057__061,reverse,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__061/original,dialogue_block1/somos/train18/rev_dlg_057__061/original,0.4270843486240548,0.5007331378299119,0.3951612903225807,32,0.6711661265205878,0.8152492668621699,0.6491935483870969,32,-0.037531921509018726,-0.024076067306285146,-0.01229875563892344,183,0.04062744376118282,0.11656865124402598,0.09094232860097605,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__110,dlg_057__110,reverse,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__110/long_pause,dialogue_block1/somos/train18/rev_dlg_057__110/long_pause,0.21758736329811112,0.22206477732793525,0.18488529014844804,39,-0.7814733667672784,-0.4947368421052632,-0.3468286099865047,39,0.08865112341564743,0.06398529969505844,0.04530542152216479,183,0.0717840896186959,-0.029117308733713945,-0.021652535461822085,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__110,dlg_057__110,reverse,long_pause_noise,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__110/long_pause_noise,dialogue_block1/somos/train18/rev_dlg_057__110/long_pause_noise,-0.5327104772189918,-0.209919028340081,-0.12820512820512822,39,-0.7271653219005437,-0.4813765182186235,-0.31983805668016196,39,0.08516767236314728,0.06517552304078951,0.04369540145606953,183,0.0966892189141202,-0.028498938317351077,-0.01760418605536243,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__110,dlg_057__110,reverse,no_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__110/no_pause,dialogue_block1/somos/train18/rev_dlg_057__110/no_pause,0.15467361590959858,0.14190283400809717,0.06342780026990553,39,-0.6666911780211933,-0.49554655870445347,-0.3252361673414305,39,0.014489650303423265,-0.050316550028469,-0.03652425073031681,183,0.10365191453405406,-0.0383683653588573,-0.026314271141987748,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__110,dlg_057__110,reverse,original,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__110/original,dialogue_block1/somos/train18/rev_dlg_057__110/original,0.5626508776160855,0.3838056680161943,0.2550607287449393,39,-0.562433374113227,-0.4305668016194333,-0.2658569500674764,39,0.06904733842042288,-0.0027645056593333626,-0.0005469521739980887,183,0.1393797532274663,-0.018601091716297268,-0.017849540564844835,183
1,somos,18,w2v2-base + Transformer,rev_dlg_057__124,dlg_057__124,reverse,long_pause,/Users/igorzagubien/BA/workstation/test/local_sqa/local_sqa/results_block_dialogue/dialogue_block1/somos/train18/rev_dlg_057__124/long_pause,dialogue_block1/somos/train18/rev_dlg_057__124/long_pause,0.00683391270243933,0.6493598862019914,0.4924924924924925,37,-0.7971923042914352,-0.659711932876039,-0.49136001846961175,37,-0.11250628013313238,-0.1023491992720433,-0.07044775727465664,185,-0.3095321776715261,-0.2947467368866996,-0.1987439825213633,185
